,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
84091,313 - CHEST PAIN,440175,CROCKETT HOSPITAL,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,TN - Nashville,21,13517.23,2986.57,2287.33
84092,313 - CHEST PAIN,440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT,TN,37660,TN - Kingsport,35,16011.54,3199.05,2236.68
84093,313 - CHEST PAIN,440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,TN - Jackson,15,15039.8,2994.0,2094.8
84094,313 - CHEST PAIN,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,70,30960.08,3508.54,2623.22
84095,313 - CHEST PAIN,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,401 PRINCETON RD,JOHNSON CITY,TN,37601,TN - Johnson City,22,17611.04,2945.36,1853.13
84096,313 - CHEST PAIN,440185,SKYRIDGE MEDICAL CENTER,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,TN - Chattanooga,87,17387.89,3123.01,2163.42
84097,313 - CHEST PAIN,440186,RIVERVIEW REGIONAL MEDICAL CENTER NORTH,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,TN - Nashville,23,12472.86,3656.0,2957.43
84098,313 - CHEST PAIN,440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,TN - Nashville,18,13648.66,3112.0,2299.77
84099,313 - CHEST PAIN,440189,REGIONAL HOSPITAL OF JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,TN - Jackson,69,18390.89,3233.04,2369.1
84100,313 - CHEST PAIN,440193,UNIVERSITY MEDICAL CENTER,1411 BADDOUR PARKWAY,LEBANON,TN,37087,TN - Nashville,15,24442.6,3362.33,2385.53
84101,313 - CHEST PAIN,440194,HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,TN,37075,TN - Nashville,15,22104.26,3860.06,1640.4
84102,313 - CHEST PAIN,440227,STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,SMYRNA,TN,37167,TN - Nashville,13,12652.76,3274.0,2495.23
84103,313 - CHEST PAIN,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT,TN,38133,TN - Memphis,21,29288.9,3001.66,1986.8
84104,313 - CHEST PAIN,450002,PROVIDENCE MEMORIAL HOSPITAL,2001 N OREGON ST,EL PASO,TX,79902,TX - El Paso,41,38385.65,3887.48,2979.48
84105,313 - CHEST PAIN,450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,TX - San Antonio,15,13991.93,3235.0,2413.4
84106,313 - CHEST PAIN,450010,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,TX - Wichita Falls,42,19065.88,3906.16,2516.61
84107,313 - CHEST PAIN,450011,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN,TX,77802,TX - Bryan,166,19215.59,3550.66,2371.18
84108,313 - CHEST PAIN,450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,5201 HARRY HINES BLVD,DALLAS,TX,75235,TX - Dallas,33,19775.75,6730.12,5256.75
84109,313 - CHEST PAIN,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,TX - Houston,25,12988.92,7614.96,6717.04
84110,313 - CHEST PAIN,450021,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,TX,75246,TX - Dallas,47,15966.14,4180.23,3249.08
84111,313 - CHEST PAIN,450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,TX - Victoria,33,13083.45,2862.15,2114.27
84112,313 - CHEST PAIN,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO,TX,79905,TX - El Paso,20,16070.85,5152.1,4189.9
84113,313 - CHEST PAIN,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,TX - Harlingen,17,25605.17,4417.23,3431.58
84114,313 - CHEST PAIN,450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78044,TX - San Antonio,108,22392.47,4054.33,3065.59
84115,313 - CHEST PAIN,450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,MARSHALL,TX,75670,LA - Shreveport,17,14057.0,3364.94,2369.88
84116,313 - CHEST PAIN,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,TX - Harlingen,156,20280.08,4097.25,3062.94
84117,313 - CHEST PAIN,450034,CHRISTUS HOSPITAL,2830 CALDER AVENUE,BEAUMONT,TX,77702,TX - Beaumont,163,16529.61,3136.67,2061.12
84118,313 - CHEST PAIN,450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,TX - Houston,38,33372.05,4950.71,4347.6
84119,313 - CHEST PAIN,450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,LONGVIEW,TX,75601,TX - Longview,76,18151.65,3230.15,2357.26
84120,313 - CHEST PAIN,450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,TX - Fort Worth,14,20632.5,4758.42,4172.21
84121,313 - CHEST PAIN,450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,TX - Lubbock,61,45675.9,3571.65,2410.11
84122,313 - CHEST PAIN,450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76712,TX - Waco,78,13412.51,3094.32,2072.23
84123,313 - CHEST PAIN,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,5909 HARRY HINES BLVD,DALLAS,TX,75390,TX - Dallas,66,13938.86,4044.96,3262.3
84124,313 - CHEST PAIN,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,TX - Corpus Christi,83,25841.75,3453.06,2504.14
84125,313 - CHEST PAIN,450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,TX - Dallas,20,20192.6,5572.75,3441.25
84126,313 - CHEST PAIN,450054,SCOTT & WHITE MEMORIAL HOSPITAL,2401 31ST ST,TEMPLE,TX,76508,TX - Temple,55,15962.36,4354.72,3067.05
84127,313 - CHEST PAIN,450056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,78705,TX - Austin,153,22592.75,3419.03,2140.84
84128,313 - CHEST PAIN,450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,TX - San Antonio,147,22431.66,3544.45,2531.63
84129,313 - CHEST PAIN,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TX - Fort Worth,35,18641.77,3214.97,2471.22
84130,313 - CHEST PAIN,450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,TX - Houston,31,25754.93,6212.51,5487.35
84131,313 - CHEST PAIN,450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,LAKE JACKSON,TX,77566,TX - Houston,17,17174.23,4214.58,2271.29
84132,313 - CHEST PAIN,450079,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING,TX,75061,TX - Dallas,22,20201.0,3749.4,2272.81
84133,313 - CHEST PAIN,450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TX - Tyler,17,9770.23,3542.52,2623.47
84134,313 - CHEST PAIN,450083,EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,TX - Tyler,81,34147.19,3115.77,2150.48
84135,313 - CHEST PAIN,450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND,TX,76180,TX - Fort Worth,52,26111.21,3178.88,2009.51
84136,313 - CHEST PAIN,450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA,TX,77504,TX - Houston,58,30012.15,3741.31,2803.81
84137,313 - CHEST PAIN,450101,HILLCREST BAPTIST MEDICAL CENTER,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,TX - Waco,28,14152.17,3742.71,2637.82
84138,313 - CHEST PAIN,450102,MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,TX - Tyler,95,23671.24,3158.25,1899.75
84139,313 - CHEST PAIN,450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,TX - San Antonio,13,14355.69,3295.15,2513.92
84140,313 - CHEST PAIN,450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,TX - El Paso,107,38504.14,3816.84,2725.68
84141,313 - CHEST PAIN,450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,TX - San Antonio,17,10414.05,3405.64,2619.76
84142,313 - CHEST PAIN,450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,TX - McAllen,91,30924.02,4432.84,3495.81
84143,313 - CHEST PAIN,450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 E 15TH STREET,AUSTIN,TX,78701,TX - Austin,47,19782.55,4602.4,3526.82
84144,313 - CHEST PAIN,450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,TX - Harlingen,73,15660.45,3889.98,2889.49
84145,313 - CHEST PAIN,450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,79761,TX - Odessa,138,14333.02,3859.41,2897.12
84146,313 - CHEST PAIN,450133,MIDLAND MEMORIAL HOSPITAL,2200 WEST ILLINOIS AVE,MIDLAND,TX,79701,TX - Odessa,29,12980.72,3427.48,2136.86
84147,313 - CHEST PAIN,450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TX - Fort Worth,162,17314.97,3604.85,2555.12
84148,313 - CHEST PAIN,450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,1400 EIGHTH AVE,FORT WORTH,TX,76104,TX - Fort Worth,40,14012.77,3810.55,3025.35
84149,313 - CHEST PAIN,450147,DETAR HOSPITAL NAVARRO,506 E SAN ANTONIO ST,VICTORIA,TX,77902,TX - Victoria,51,24205.8,3263.31,2496.25
84150,313 - CHEST PAIN,450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,TX - Fort Worth,12,12589.25,3228.16,2290.16
84151,313 - CHEST PAIN,450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,TX - Temple,122,15571.27,3362.28,2338.0
84152,313 - CHEST PAIN,450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,TX - McAllen,57,15177.56,4321.05,3294.29
84153,313 - CHEST PAIN,450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,77008,TX - Houston,52,19448.65,3892.38,2996.21
84154,313 - CHEST PAIN,450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,TX,76645,TX - Waco,20,12034.75,2896.25,1942.05
84155,313 - CHEST PAIN,450193,ST LUKES EPISCOPAL HOSPITAL,6720 BERTNER,HOUSTON,TX,77030,TX - Houston,92,22253.42,4865.36,2664.89
84156,313 - CHEST PAIN,450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS,TX,75460,TX - Dallas,48,14095.37,3431.54,2206.75
84157,313 - CHEST PAIN,450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501,AR - Texarkana,30,18900.56,3378.8,2519.46
84158,313 - CHEST PAIN,450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,WEATHERFORD,TX,76086,TX - Fort Worth,66,13833.69,3102.62,2216.93
84159,313 - CHEST PAIN,450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,AMARILLO,TX,79106,TX - Amarillo,68,19907.08,3799.6,2949.33
84160,313 - CHEST PAIN,450210,ETMC CARTHAGE,409 WEST COTTAGE,CARTHAGE,TX,75633,LA - Shreveport,21,20353.09,4096.04,2363.14
84161,313 - CHEST PAIN,450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,1201 WEST FRANK STREET,LUFKIN,TX,75901,TX - Houston,44,22870.09,2968.18,2050.4
84162,313 - CHEST PAIN,450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE,TX,77304,TX - Houston,66,32533.83,3461.65,2526.21
84163,313 - CHEST PAIN,450229,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,TX - Abilene,32,15833.37,3887.71,1830.87
84164,313 - CHEST PAIN,450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,1600 WALLACE BLVD,AMARILLO,TX,79106,TX - Amarillo,106,14928.48,3098.9,1873.38
84165,313 - CHEST PAIN,450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,TX - Dallas,12,10187.83,3205.0,2269.66
84166,313 - CHEST PAIN,450237,CHRISTUS SANTA ROSA HOSPITAL,333 N SANTA ROSA STREET,SAN ANTONIO,TX,78207,TX - San Antonio,54,19724.96,4759.27,3606.79
84167,313 - CHEST PAIN,450270,LAKE WHITNEY MEDICAL CENTER,200 N SAN JACINTO STREET,WHITNEY,TX,76692,TX - Waco,15,2459.4,2901.26,2075.4
84168,313 - CHEST PAIN,450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,TX - Austin,11,17219.27,3393.09,2684.36
84169,313 - CHEST PAIN,450280,BAYLOR MEDICAL CENTER AT GARLAND,2300 MARIE CURIE DRIVE,GARLAND,TX,75042,TX - Dallas,18,17656.72,3511.22,2771.0
84170,313 - CHEST PAIN,450289,HARRIS COUNTY HOSPITAL DISTRICT,2525 HOLLY HALL,HOUSTON,TX,77054,TX - Houston,15,13265.0,5751.66,4925.8
84171,313 - CHEST PAIN,450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,TX - Dallas,27,13888.03,3351.0,2476.48
84172,313 - CHEST PAIN,450296,CLEVELAND REGIONAL MEDICAL CTR,300 E CROCKETT,CLEVELAND,TX,77327,TX - Houston,24,36992.83,4144.45,3260.33
84173,313 - CHEST PAIN,450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,TX - Bryan,50,18871.48,3489.08,2593.08
84174,313 - CHEST PAIN,450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,TX - Dallas,25,17370.0,3807.0,2205.0
84175,313 - CHEST PAIN,450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,TX - Houston,44,20458.25,3592.4,2762.81
84176,313 - CHEST PAIN,450340,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,TX - San Angelo,40,22855.07,3290.0,2507.2
84177,313 - CHEST PAIN,450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,TX - Beaumont,129,16823.01,3383.27,2387.6
84178,313 - CHEST PAIN,450358,"METHODIST HOSPITAL,THE",6565 FANNIN,HOUSTON,TX,77030,TX - Houston,97,28387.28,4028.11,3126.67
84179,313 - CHEST PAIN,450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,TX - San Antonio,239,24520.83,3623.37,2547.8
84180,313 - CHEST PAIN,450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,TX - Dallas,117,22996.29,3367.65,2356.64
84181,313 - CHEST PAIN,450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,TX - Dallas,30,26398.96,3387.3,2290.46
84182,313 - CHEST PAIN,450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,TX - Abilene,12,5944.58,3234.41,2396.08
84183,313 - CHEST PAIN,450424,SAN JACINTO METHODIST HOSPITAL,4401 GARTH ROAD,BAYTOWN,TX,77521,TX - Houston,29,36052.48,3759.13,2870.17
84184,313 - CHEST PAIN,450431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TX - Austin,93,16444.52,3995.5,2925.3
84185,313 - CHEST PAIN,450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,75110,TX - Dallas,87,13846.0,3393.71,2405.68
84186,313 - CHEST PAIN,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,TX - Dallas,101,19251.0,3680.26,2551.08
84187,313 - CHEST PAIN,450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,TX - Houston,30,12172.93,3418.83,2378.06
84188,313 - CHEST PAIN,450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,TX - Dallas,44,13037.06,3411.47,2209.72
84189,313 - CHEST PAIN,450484,WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,LUFKIN,TX,75904,TX - Houston,42,23345.71,3883.19,2126.83
84190,313 - CHEST PAIN,450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,TX - Houston,17,16643.41,3259.05,2400.94
84191,313 - CHEST PAIN,450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,TX - Beaumont,16,20781.31,3324.37,2205.06
84192,313 - CHEST PAIN,450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TX - Abilene,30,22481.46,3127.06,2153.46
84193,313 - CHEST PAIN,450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,TX,76051,TX - Dallas,22,21777.09,3013.77,2011.77
84194,313 - CHEST PAIN,450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,TX - San Angelo,55,12537.94,3430.65,2062.56
84195,313 - CHEST PAIN,450580,EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,CROCKETT,TX,75835,TX - Tyler,12,15475.0,3213.5,2275.5
84196,313 - CHEST PAIN,450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,76801,TX - Abilene,59,17596.42,3047.32,2073.01
84197,313 - CHEST PAIN,450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,TX,76048,TX - Fort Worth,14,22600.57,3467.0,2501.28
84198,313 - CHEST PAIN,450597,CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,TX - Victoria,13,8044.23,3855.15,2566.61
84199,313 - CHEST PAIN,450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,TX - Houston,13,19266.53,4711.0,2354.0
84200,313 - CHEST PAIN,450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,TX - Houston,98,30341.61,3724.44,2277.98
84201,313 - CHEST PAIN,450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,DENTON,TX,76210,TX - Dallas,59,24027.52,3148.28,2245.32
84202,313 - CHEST PAIN,450638,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,HOUSTON,TX,77090,TX - Houston,41,34337.6,3673.17,2499.68
84203,313 - CHEST PAIN,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TX - Fort Worth,49,19752.44,3552.22,2072.93
84204,313 - CHEST PAIN,450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,TX - San Antonio,26,17679.73,3915.61,2812.57
84205,313 - CHEST PAIN,450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON,TX,77082,TX - Houston,25,28165.04,4094.08,2792.28
84206,313 - CHEST PAIN,450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,TX - Dallas,31,25715.48,3870.64,2383.54
84207,313 - CHEST PAIN,450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,TX - Dallas,79,29076.43,3360.63,2172.25
84208,313 - CHEST PAIN,450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720,TX - Lubbock,22,16313.9,3371.0,2455.0
84209,313 - CHEST PAIN,450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75961,TX - Houston,22,30435.5,3035.77,1895.86
84210,313 - CHEST PAIN,450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,TX - Harlingen,16,26284.62,4974.43,3140.37
84211,313 - CHEST PAIN,450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,TX - El Paso,46,36784.0,3323.3,2390.26
84212,313 - CHEST PAIN,450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,TX - Dallas,43,26682.02,3649.27,2326.23
84213,313 - CHEST PAIN,450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,TX - Houston,28,19193.67,3211.25,2295.5
84214,313 - CHEST PAIN,450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TX - Fort Worth,101,25335.0,3479.99,2564.11
84215,313 - CHEST PAIN,450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TX - Fort Worth,68,32106.85,3803.17,2742.88
84216,313 - CHEST PAIN,450677,HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,FORT WORTH,TX,76115,TX - Fort Worth,64,24628.14,3244.57,2387.93
84217,313 - CHEST PAIN,450678,DOCTORS HOSPITAL,9440 POPPY DR,DALLAS,TX,75218,TX - Dallas,30,31166.96,3267.93,2373.0
84218,313 - CHEST PAIN,450683,RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 S,TERRELL,TX,75160,TX - Dallas,13,9744.69,3336.38,2557.61
84219,313 - CHEST PAIN,450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE,TX,77338,TX - Houston,22,18898.95,3803.0,2542.9
84220,313 - CHEST PAIN,450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,TX - Lubbock,117,13712.58,4427.68,3287.66
84221,313 - CHEST PAIN,450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,TX - Dallas,68,21693.8,3190.82,2349.23
84222,313 - CHEST PAIN,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,TX - Tyler,18,20092.88,3980.94,2168.55
84223,313 - CHEST PAIN,450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,EL CAMPO,TX,77437,TX - Houston,11,6668.0,3407.0,2489.54
84224,313 - CHEST PAIN,450697,SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,SAN ANTONIO,TX,78224,TX - San Antonio,41,21492.73,4545.09,3724.07
84225,313 - CHEST PAIN,450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,TX,75605,TX - Longview,13,20819.07,3099.23,2136.38
84226,313 - CHEST PAIN,450709,CHRISTUS ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,TX - Houston,19,17283.05,3057.63,2051.52
84227,313 - CHEST PAIN,450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,TX,78503,TX - McAllen,57,26564.63,4169.94,3278.5
84228,313 - CHEST PAIN,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,TX - Austin,62,24886.5,3348.03,2347.53
84229,313 - CHEST PAIN,450716,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,HOUSTON,TX,77065,TX - Houston,20,34535.15,4316.8,2423.6
84230,313 - CHEST PAIN,450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,ROUND ROCK,TX,78681,TX - Austin,24,23169.62,3327.0,2339.16
84231,313 - CHEST PAIN,450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,TX - Dallas,38,18927.26,3861.44,2713.36
84232,313 - CHEST PAIN,450742,LAKE POINTE MEDICAL CENTER,6800 SCENIC DR,ROWLETT,TX,75088,TX - Dallas,23,18979.69,3523.34,2188.04
84233,313 - CHEST PAIN,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,TX - Dallas,33,15650.45,3436.24,2426.12
84234,313 - CHEST PAIN,450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,PALESTINE,TX,75801,TX - Tyler,54,12341.98,3397.0,2005.11
84235,313 - CHEST PAIN,450754,HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531,TX - Waco,28,5223.28,2985.28,2189.28
84236,313 - CHEST PAIN,450770,CENTRAL TEXAS HOSPITAL,806 N CROCKETT,CAMERON,TX,76520,TX - Temple,18,6961.72,3691.0,3071.0
84237,313 - CHEST PAIN,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,TX - Dallas,46,20063.04,3104.0,2248.26
84238,313 - CHEST PAIN,450775,KINGWOOD MEDICAL CENTER,22999 US HWY 59,KINGWOOD,TX,77325,TX - Houston,42,28755.8,3496.0,2722.64
84239,313 - CHEST PAIN,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TX - Fort Worth,44,14050.18,3200.13,1968.34
